bgmea_reg_no,contact_person,district,email_address,mailing_address,member_or_company_name,mobile_number,no_employees,no_machines,product_capacity
3667,Maashed Rumman Abdullah,Dhaka,maashed@dressmen-bd.com,"Erectors House (12th Floor), 18, Kamal Ataturk Avenue, Banani",Dressmen Garments Ltd.,1713036260,1173,464,170000
2795,Fahim Hasan Abdullah,Dhaka,fahim@dressmen-bd.com,"Erectors House (12th Floor), 18, Kemal Ataturk Avenue, Banani",Dressmen Apparels Ltd.,1711564910,529,262,130000
4188,Md. Golam Mostafa,Dhaka,info@dressupbd.com,"House # 6 (3rd Floor), Road # 3, Sector # 5, Uttara",Dress UP Limited,1713082101,1100,475,425000
3893,Mohammad Fazlul Azim,Chittagong,hrd@azimwovenctg.com,"49, NP Kalurghat Heavy I/A, ",Dress Shirts Ltd.,1711523859,1400,900,240000
6123,Sarwar Kamal,Chittagong,info@dresskingltd.com,"Boktear Complex, South Hazipara, (Aturardepot), Wazedia, Baizid",Dress Knig Ltd.,,185,150,10000000
5603,K.M. Rezaul Hasanat,Gazipur,,"297, Khairtu, Tongi",Eco Couture Ltd.,1711531478,3327,952,580000
6083,Md. Golam Mostofa,Dhaka,info@dressupbd.com,"House # 32, Road # 20, Sector # 11, Uttara",Dress Pants Ltd.,1713082101,750,400,150000
4578,Shafiqul Hassan,Dhaka,sh@echosourcing.co.uk,"House # 139, Lane # 4, New DOHS, B. Baria",Echotex Ltd.,01711593068,4332,2420,2000000
2548,Razzakul Haider,Chittagong,haider@ranl.net,"Raja Noor Plaza (2nd Floor), 268, DT Road, Dewanhat",Dress Designers Ltd.,1713242567,500,425,60000
6774,Abdul Alim Mondol,Dhaka,masud.pss@mondol.net,"Plot # 79/A, LE Meridien Commercial Space, Level-05 (Block-2,3&amp;6), Airport Road, Khilkhet, Nukunja-2, Dhaka",Eco Intimates Ltd.,Abdul Alim Mondol,200,592,125000
2001,Nasir Uddin Chowdhury,Chittagong,info@easternbd.com,"Noor Arcade (1st Floor), 9/A, Jublee Road",Eastern Dresses Ltd.,1819310431,480,298,564000
1222,Mamunur Rashid,Dhaka,pavan@fresstarbd.com,"232-234, Tejgaon I/A, Tejgaon",East West Services Ltd.,,950,500,120000
971,Nasir Uddin Chowdhury,Chittagong,info@easternbd.com,"Noor Arcade (1st Floor), 9/A, Jublee Road",Eastern Apparels Ltd.,1819310431,450,200,564000
1582,Mohammed Bin Quasem,Gazipur,quasem@echosourcing.com,"A-99/1, UttorBoktarpur, B. Baria",Echoknits Ltd.,01711560939,1000,826,90000
5195,Amal Saha,Dhaka,,"287, Alirmore, Uttar Badda",Eatern Garments,1715982079,120,120,150000
3219,Nasir Uddin Chowdhury,Chittagong,info@easternbd.com,"Noor Arcade (2nd Floor), 9/A, Jublee Road",Eastern Knit Wear Ltd.,1819310431,10000,500,255000
1142,Mohamed Tarek Hasan,Dhaka,,"121, Motijheel C/A, Motijheel",Eastern Garments Ltd.,,0,0,0
6611,Md. Younus Ali,Dhaka,mratan283@gmail.com,"Molla Market, Idris Road, Zirabo, Ashulia, Dhaka, Dhaka",Eastbourne Garments Ltd.,01678763940,150,155,
501,Tanvir Ziaul Rashid,Dhaka,tanvir@eastwestindpark.com,"SPL Western Tower, 186, Tejgaon I/A, Dhaka",East West Fashion Garments Ltd.,01713461067,483,304,35100
1815,Tahmina Salim,Dhaka,mail@eastwestindpark.com,"SPL Western Tower, 186, Tejgaon I/A, Tejgaon",East West Dress Pant Ltd.,1819245538,474,279,35100
4157,Sk. Atiar Rahman Dipu,Dhaka,saasco@saascogroup.com,"Plot # 27, Holding # 1/A, Milk Vita Road, Sec-7, Pallabi, Mirpur",Earthee Wear Ltd.,1711521835,450,250,130000
5065,Md. Rafiqul Islam,Dhaka,,"House # 16 (5th Fl), Road # 6, Flat # 6-E, Diplomatic Zone, Baridhara",Earl Fashion Ltd.,1711549377,500,350,75000
4560,Quamar Alam,Gazipur,quamar@florencebd.com,"221-225, Sataish Road, Khortail, Gazipura",E.H. Fabrics Ltd.,1678139005,1600,615,220000
3908,Jahid Akbar Chowdhury,Dhaka,info@dynastygroupbd.com,"Aukpara, Ashulia, Savar",Dynasty Sweater (BD) Ltd.,1711563439,2269,2011,289584
6731,Md. Mohive Ullah,Dhaka,rasel@e-texsolution.com,"Holding # 08, Road # 19, Sector # 11, uttara, Dhaka",E-M.N.S. Fashions Ltd.,01716110101,703,500,1250000
2213,Jahid Akbar Chowdhury,Dhaka,info@dynastygroupbd.com,"Aukpara, Ashulia, Savar",Dynasty Knit Fashions Ltd.,1711563439,762,220,31680
3640,Alamgir Kabir,Dhaka,khaled@bestwoolbd.net,"Best House, House # 25, Road # 13, Ranabola Avenue, Sector # 10, Uttara, Dhaka",Dynamic Sweater Inds. Ltd.,01711568206,1500,546,400000
20,Ramzul Seraj,Dhaka,elite@citechco.net,"South Avenue Tower (2nd Fl), House # 50, Road # 3, 7 Gulshan Avenue, Gulshan-1",Elite Garments Inds. Ltd.,1711526555,2466,950,450000
2557,A.T.M. Rezaur Rahman,Dhaka,reza1924@gmail.com,"A-934/6-7, Khilgaon, Khilgaon",Elate Fashion Ltd.,1711538790,350,254,46800
5712,Ali Mridha,Dhaka,,"Holding # 119, Ward # 03, Block # D, Ashulia Main Road, Turag",Emaz Fashion Wear Ltd.,1819241648,357,259,478400
6871,Abdullah Al Mamun,Dhaka,info@elhambd.com,"House # 45,(5th floor), Shah Makdum Avenue, Sector # 12, Uttara, Dhaka",Elham International Ltd.,01622652383,304,210,1000000
1644,Abdul Hakim Sarker,Gazipur,ahakim@wintergroupbd.com,"B-40, Bscic Industrial Area, Tongi, Gazipur",Elegance Orientale Ltd.,01787686505,500,650,1500000
1830,Md. Golam Kibria,Dhaka,commercial@jhrgroup.net,"House # 460 (Ground Floor), Road # 31, New DOHS, Mohakhali, Dhaka",Elaine Apparels Ltd.,01615538080,290,90,150000
1114,Sheikh Md. Abdur Rouf (Belal),Chittagong,sarbtex@gmail.com,"40, Agrabad C/A, Agrabad",Elahi Garments Ltd.,1610201582,250,166,48000
6198,Eashir Miah,Dhaka,sadeque@elhambd.com,"House # 45, Sha Makhdum Avenue, Sector # 12, B. Baria",Elham Fashion Ltd.,1915026656,394,160,700000
2679,Dulal Kanti Barua,Chittagong,eden2000ctg@gmail.com,"1142, Askarabad, Mistri Para, Sk. Mujib Road, Chittagong",Eden Fashions Ltd.,01813989542,270,226,70000
2926,Md. Emdadul Hoque Chowdhury,Chittagong,mansoor@luckybd.com,"Jaks Shopping Complex, 316, Sk. Mujib Road, Agrabad",Eian Apparels Ltd.,,300,120,49400
3607,Md. Abdul Wadud,Dhaka,efl@dhaka.net,"Eastern Nibash, Apt # 501 (5th Floor), 138, Gulshan Avenue, Gulshan-2",Ehsan Fashions Ltd.,,600,740,72000
4869,Mehmet Tevfik Imrekoglu,Dhaka,,"House # 1 (4th Floor), Road # 6/A, Sector # 4, Uttara",EFE Textile Ltd.,,332,300,58450
1417,S.M. Al-Masum,Chittagong,infoefa@bbts.net,"Jahan Building-4 (5th &amp; 6th Fl), 76, Agrabad C/A, Agrabad",EFA Apparels Ltd.,1711750471,350,170,50000
3726,Akkas Uddin Mollah,Narayanganj,akkasuddin@dhaka.net,"Osman Tower, 56/1, S.M. Maleh Road, Tanbazar",Ekram Sweaters Ltd.,1711522285,2500,3200,300000
5406,Md. Zakir Hossain,Dhaka,,"House # 63, Road # 19, Sector # 11, Uttara",Ecomax Limited,1712950751,280,130,25000
5602,Ahasan Kabir Khan,Gazipur,,"297, Khairtul,Tongi,, Gazipur-1712, Bangladesh, Gazipur Sadar",Ecofab Ltd.,1711563066,3327,1956,550000
1848,Mohd. Abdullah,Dhaka,nassa@nassagroup.org,"238, Tejgaon I/A, Gulshan Link Road, Tejgaon",Eden Apparels Ltd.,1711548881,600,300,60000
5380,Kang Jin Suh,Dhaka,jtlee@yuoony.co.kr,"Subondi (Natun Nagor), Dhamsona, Ashulia, Savar",ECTA Dhaka Ltd.,,1927,950,2808000
4770,Kutubuddin Ahmed,Dhaka,info@egmclbd.com,"House # 17,  Road # 15, Rabindra Sarani, Sector # 3, Uttara",Epic Garments Mafg. Co. Ltd.(U-2),,480,281,93600
882,Masuda Akhter Abedin,Dhaka,masuda@epcotgroup.com,"House # 10, Road # 31, Sector # 7, Uttara Model Town, Uttara",Epcot International Ltd.,1819222106,547,282,120000
4239,Masuda Akhter Abedin,Dhaka,masuda@epcotgroup.com,"House # 10, Road # 31, Sector # 7, Uttara Model Town, Uttara",Epcot Jeans Ltd.,,450,332,144000
3721,Masuda Akter Abedin,Dhaka,masuda@epcotgroup.com,"House # 10, Road # 31, Sector # 7, Uttara Model Town, Uttara",Epcot Apparels Ltd.,1819222106,750,332,144000
4958,Md. Delowar Hossain,Gazipur,shal63171@gmail.com,"East Kolmeshore (Board Bazar), National University, Gazipur Sadar, Gazipur",Enrich Ltd.,01711595880,750,498,144000
430,Abdus Salam Murshedy,Dhaka,envoy@envoy-group.com,"Envoy Tower, (5th-8th Floor), 18/E West Panthapath, Pantha Path",Envoy Garments Ltd.,1711525717,295,195,83330
4026,Abdus Salam Murshedy,Dhaka,envoy@envoy-group.com,"Envoy Tower, (5th-8th Floor), 18/E West Panthapath, Dhaka",Envoy Fashions Ltd.,01715109018,2200,940,420000
4904,Md. Mohsin Alam,Dhaka,abedmamun7@gmail.com,"House # 402 (2nd Floor), Road # 6, DOHS, Baridhara",Eon Attires Ltd.,1819220798,600,168,500000
4161,Abdus Salam Murshedy,Dhaka,envoy@envoy-group.com,"Envoy Tower, (5th-8th Floor), 18/E West Panthapath, Pantha Path",Envoy Design Ltd.,1711525717,1150,470,200000
5477,Sohail Hasan Nurullah,Dhaka,enigmatechbd.gmail.com,"Plot # 8/10, Block - A, Lalmatia",Enigma Tech Ltd.,1713030045,75,55,2400000
5865,Md. Neamul Karim,Dhaka,enokabd@gmail.com,"House # 8/A/KA, (5th Floor),, Road # 13 (New),, Dhanmondi",Enoka Apparels Ltd.,1913462724,115,149,300000
6237,Mohammad  Aktaruzzaman,Dhaka,azaman@entrustgroupbd.com,"46/1, Nayanagar Main Road, Chairmanbari Mor, Nayanagar, Turag, Dhaka",Entrust Fashions Ltd.,01711578106,1124,618,33333
5914,Md. Jahangir Alam Sarder,Narayanganj,,"Plot # B-404-405, BSCIC Hosiery I/E,, Shashongaon,, Fatullah",Empiric Attires Ltd.,1711562553,248,107,250000
3568,Md. Golam Mostafa,Dhaka,endoraltd@gmail.com,"130, Azimpur Road, China Building Lane, New Market",Endora Sweater Ltd.,1715284583,650,300,75000
5831,Choi Kyuwhan,Gazipur,choysk@public.qd.sd.cn,"Islampur, Kaddabazar, Word-14, Gazipur Sadar",EMP Dhaka Co. Ltd.,,280,200,80000
6743,A L M Ziaul Hoque,Dhaka,legal-section@fareastbd.com,"House # 44, Road # 7, DOHS, Baridhara, Dhaka",Endeavour Clothing Ltd.,01304232527,253,380,500000
4471,Humayun Rashid,Dhaka,eel@vincit.net,"Energy Center, 25 Tejgaon I/A, Tajgaon I/A",Energypac Fashions Ltd.,1711541489,1005,600,118000
5575,Md. Enamul Haque Khan,Dhaka,info@emeralddressesltd.com,"45, Bijoynagar, Shaiham Sky View Tower (10 th Floor), Bibirhat",Emerald Dresses Ltd.,1944555888,800,100,35000
1007,Atiqur Rahman,Dhaka,kaykay@bijoy.net,"Road # 19, House # 2, Block-C, Section # 10, Mirpur",Enayet Garments Ltd.,1723172363,100,50,120000
6888,Arfan Uddin Chowdhury,Dhaka,info@emergingfashionbd.com,"812, Mojid Tower(2nd Floor), DEPZ Road, Uttar Gazirchat, Baipail, Ashulia, Savar, Dhaka",Emerging Apparels & Fashions Limited,01608717220,208,137,125000
4427,Azizul Islam Khan,Chittagong,azizul@jerkin-group.com,"1670/2091, West Sholashahar, Building # 3, Aturar Depu, Baizid",Ettadee Jeans Ltd.,1713115556,1720,930,360000
1657,M.A. Awal,Chittagong,manco@globalctg.net,"305, Sk. Mujib Road, Dewanhat",Euro Apparels Ltd.,,320,214,42000
2874,S.M. Sultanul Alam,Dhaka,yolkgrp@bttb.net.bd,"64, Purana Paltan Lane, Kakrail",Eton Fashions Ltd.,,450,215,66000
4162,A.S.F. Rahman,Dhaka,shakil@beximtex.com,"17, Dhanmondi R/A, Road # 2, Dhaka",Esses Fashions Ltd.,,1398,515,525000
5660,Monir Hossain,Dhaka,,"House # 517/4, Road # 10, Baridhara DOHS",Euro Arte Apparels Ltd.,1727281732,600,319,124800
2732,KG Morshed,Dhaka,kg.morshed@eurozonebd.com,"25/C, Lake drive Road, sector # 07, Uttara, Dhaka",Ethical Garments Ltd.,01711538388,600,210,90000
6604,Kh.Md.Ashraful Azam,Dhaka,fhmithu@essential-clothing.com,"House # 27 (1st Floor), Road # 03, Sector # 05, Uttara, Dhaka",Essential Clothing Ltd.,01730452574,897,489,60000
6756,Abul Kashem,Dhaka,infoessentialapparel@gmail.com,"120/5, Karnapara, Savar, Dhaka",Essential Apparel Ltd.,01825042424,260,107,1060000
4286,Abu Saleh Chowdhury,Gazipur,saleh@espritbd.net,"Luna Complex (1st, 2nd &amp; 3rd Floor), Joy Bangla Road, Khailkur, National University",Esprit Apparels Ltd.,1912209222,950,565,1920000
3283,Md. Mofazzal Hossain,Dhaka,esquire@bangla.net,"30, Tejgaon I/A, Tejgaon",Esquire Knit Composite Ltd.,1711530837,0,0,0
6645,Chen Yen Ju,Mymensingh,henrychen@mawjaan.com.tw,"Jamirdia, Habirbari, Valuka, Mymensingh, Mymensingh",Eslite Garments (Bangladesh) Co. Ltd.,01721075654,3550,3256,500000
6209,Mustafa Kamel siddiqi,Dhaka,info@sidkobd.com,"Plot # 36, Road # 46, Gulshan North C/A, Gulshan",ESKE Clothing Ltd.,1552324753,2465,77,425000
105,Iqbal Ahmed,Dhaka,shakil@beximtex.com,"17, Dhanmondi R/A, Road # 2, Dhaka",Escorp Apparels Ltd.,,6115,1575,832000
2906,Al-Haj M.A. Awal,Narayanganj,altaf@rupayansweater.com,"Hossain Ahmed Road, Fatullah",Esquire Sweaters Ltd.,1819222945,825,400,75000
2901,Major Tariqul Islam Khan (Retd),Dhaka,esexltd@citechco.net,"384, East Rampura, Rampura",Esex Limited,,260,141,270000
3870,Young Hwan Lee,Dhaka,dongbangdk@yahoo.com,"Land Mark Building (13th Floor), Gulshan-2",ESE Knitwear Ltd.,1713011641,1500,1200,150000
4676,Kutubuddin Ahmed,Dhaka,info@egmclbd.com,"House # 17,  Road # 15, Rabindra Sarani, Sector # 3, Uttara",Epic Garments Manf. Co. Ltd.,1713006944,2370,1423,500000
875,Abdus Salam Murshedy,Dhaka,envoy@envoy-group.com,"Envoy Tower, (5th-8th Floor), 18/E West Panthapath, Pantha Path",Epoch Garments Ltd.,1711525716,375,193,60000
4207,Md. Junaid Abu Salay Musa,Gazipur,esl@epylliongroup.com,"Bhahadurpur, Bhawalmirzapur, Joydevpur",Epyllion Style Ltd.,1711527254,1782,659,1000000
3797,Md. Junaid Abu Salay Musa,Dhaka,ekwl@epylliongroup.com,"Plot # I/8 &amp; I/10, Road # 6, Section # 7, Mirpur I/A, Mirpur",Epyllion Knitwears Ltd.,173002020,900,239,3120000
45,Anwar-Ul-Alam Chowdhury (Parvez),Dhaka,evince@evincebd.com,"Plot # 33, Section # 7, Mirpur",Evince Garments Ltd.,1711524247,861,511,185000
3086,Anwar-Ul-Alam Chowdhury (Parvez),Dhaka,evince@evincebd.com,"Plot # 33, Section # 7, Mirpur",Evince Dress Shirts Ltd.,1711524247,647,356,150000
6748,Shaikh Shahinur Rahman,Chittagong,sultanm@youngonectg.com,"Plot # 6b, Korean EPZ, Karnafully, Chittagong",Evertop Product Development Co. Ltd.,01915933466,570,1984,160000
2706,Mahfuzur Rahman,Chittagong,everest@globalctg.net,"M.H. Building, 15, Strand Road",Everest Sweaters Ltd.,1199761576,580,445,54000
4056,Sheehab Kafil Quadir,Dhaka,sheehab@everbright-group.net,"House # 63 (Lift: 4&amp; 5), Road # 01, Block # 1, Banani, Dhaka",Everbright Sweater Ltd.,01613660066,1400,600,420000
2581,Mohammed Nasir,Dhaka,egreen.bd@gmail.com,"House # 79 (4th Floor), Block - D, New Airport Road, Banani",Evergreen Sweaters Ltd.,1711527018,800,480,72000
4120,Md. Alamgir,Dhaka,,"14, Kakrail, Kakrail",Evernal Industry Ltd.,1727080029,1280,750,1200000
4173,ADM Nurul Mowla,Dhaka,eve@bangla.net,"Ashulia, Savar",Eve Dress-Shirts Ltd.,,784,364,156000
5442,Habil Ahmed Choudhury,Gazipur,habil@everfashionltd.com,"Plot # D-204, 205 &amp; 206, BSCIC I/A, B. Baria",Ever Fashion Tongi Ltd.,01711520706,1857,792,28800000
433,A.D.M. Nurul Mowla,Dhaka,eve@bangla.net,"House # 7, Road # 20, Gulshan-1",Eve Garments Ltd.,1711522401,490,269,156000
1382,Habil Ahmed Choudhury,Dhaka,habil@everfashionltd.com,"Fuji Trade Centre (9th &amp; 10th Floor), Cha-87/C &amp; 87/2, Pragati Sarani, Dhaka",Ever Fashion Ltd.,01711520706,255,201,2196000
3622,Md. Idris Miah,Gazipur,info@evasweater.com,"Plot # 269, Choydana",Eva Sweater Ltd.,1754388510,3000,1250,120000
4274,KG Morshed,Dhaka,kg.morshed@eurozonebd.com,"25/C, Lake drive Road, Sector # 7, Uttara, Dhaka",Eurozone Fashion Ltd.,01711538388,2200,723,150000
202,Md. Kamrul Islam Swapon,Dhaka,,"House # 4, Road # 132, Gulshan South C/A, Gulshan",Evana Garments Ltd.,1725696204,190,110,288000
5896,Md. Shahidul Islam,Narayanganj,,"Nayamati, Kutubpur, Fatullah",Eurotex Knitwear Ltd.,1933399900,640,194,390000
6171,Aliza Sultan,Dhaka,info@euroasiamattress.com,"Sena Kalayan Bhaban (15 th Floor), 195, Motijheel C/A",Euroasia felt Industries Ltd.,1713061161,180,40,8000
2598,Md. Shahfiqul Alam,Dhaka,emartltd@gmail.com,"House # 1 (4th &amp; 5th Floor), Road # 1, Block # B, Section # 12, Mirpur",Euro-Mart Apparels Ltd.,,110,65,72000
6163,Md. Khalid Hossain Khan,Gazipur,info@eurogroup-bd.com,"Chowdhury Bari, Vogra",Euro Knit Wear Ltd.,1713016328,596,254,550000
5458,Md. Harun-Ar-Rashid,Dhaka,,"SPI Tower, 186, Tejgaon I/A, Tejgaon",European Pantalon Fashion Ltd.,1711530153,250,52,26000
966,Ferdous Perves Bivon,Dhaka,info@creativegroupbd.net,"House # 25, (4th Floor), Rabindra Swarani Road, sector # 3, Uttara",Export Connection Ltd.,1711525720,200,100,60000
4480,Firdous Salahuddin Ahmed,Dhaka,,"House # 21, Road # 5, Sector # 6, Uttara",Euro Jeans Ltd.,,600,240,104000
6176,Moklasur Rahman Bhuiyan,Dhaka,,"House # 49, Suhrawaedy Avenue, Block - K, Baridhara R/A, Gulshan",Executive Intimates Ltd.,,1509,975,375000
6666,Mst. Jakiya Khanom,Dhaka,zakiya@expoknitwears.com,"Kha-51/3, Road # 5, Tanpara, Khilkhet, Dhaka",Expo Knitwears Ltd.,01721804221,262,120,5700
1715,Akteruzzaman Jewel,Dhaka,,"Holding # 1/A, Section # 7, Mirpur",Expo Dress Ltd.,1711687305,400,172,84000
2295,Maqsood Ahmed,Dhaka,maqsood@experience-bd.com,"Plot # 72 &amp; 82, Ganakbari, DEPZ, Savar",Experience Clothing Co. Ltd.,,2986,2300,550000
5427,Golam Mohiuddin Ahmed,Dhaka,ahmed@exensivefashionltd.com,"196(8th Floor), Shahensha Complex, Shahid Syed Nazrul  Islas Sharani, Purana Palton, Paltan",Exensive Fashion Ltd.,,500,357,400000
6219,A Z Khan,Dhaka,jamil@sgl.shantagroup.com,"31, Gulshan Avenue, Circle-1, Gulshan",Executive Attire Ltd.,1912207111,1500,278,160000
6208,Moklasur Rahman Bhuiyan,Dhaka,pinto@meghnaknit.com.bd,"House # 49, Sharwardy Avenue, Block # K, Baridhara R/A, Gulshan-2, Dhaka",Executive Hi-Fashions Ltd.,01819258888,1778,746,1105000
6486,Moklasur Rahman Bhuiyan,Dhaka,pinto@meghnaknit.com.bd,"House # 49, Suhrawardy Avenue, Block-K, Baridhara R/A, Gulshan-2, Dhaka",Executive Greentex Ltd.,01819258888,3031,1213,1500000
5512,Md. Nasir Uddin,Dhaka,nasir @esl-bd.com,"House # 21, Flat  # 43, Road # 8, Sector # 6, Uttara",Excellent Sweater Ltd.,1819207353,658,350,75000
4394,Md. Abdul Jalil,Dhaka,design.excom@gmail.com,"Nimertek, Rajfulbaria, Savar",Excom Fashions Ltd.,1711595766,600,334,160000
1048,A.T.M. Rezaur Rahman,Dhaka,reza1924@gmail.com,"1414/A, Khilgaon, Khilgaon",Excel Industries Ltd.,1711538790,550,301,46800
602,M.A. Masud,Dhaka,m.a.masud@hotmail.com,"345, Segun Bagicha (1st Floor), Ramna",Excelsior Garments Ltd.,1711534924,345,154,90000
4027,B M Tanvir,Narayanganj,excellentattire@gmail.com,"165/1, (3rd Floor), Mobarak Shah Road, 1 No. Baburail, Narayanganj Sadar-1400, Narayangonj",Excellent Attire Ltd.,+8801614254830,292,152,50000
323,Faroque Ahmed,Dhaka,belal@shirtmakersltd.com,"House # 129, Lane # 5, New DOHS, Mohakhali",Excel Apparels Ltd.,1199859521,450,200,78000
4583,Sharif Uddin Siddique,Gazipur,,"Plot # 101/102 (2nd Floor), BSCIC I/E, Konabari",Ewings Garments & Textiles Ltd.,,122,55,450000
4237,Anwar-Ul-Alam Chowdhury (Parvez),Dhaka,evince@evincebd.com,"Plot # 33, Section # 7, Mirpur",Evitex Apparels Ltd.,1711524247,824,480,234000
5705,Anwar-ul Alam Chowdhury,Dhaka,evince@evincebd.com,"Plot # 33, Section # 7, Mirpur",Evitex Dress Shirt Ltd.,,500,386,70000
3997,Anwar-Ul-Alam Chowdhury (Parvez),Dhaka,evince@evincebd.com,"Plot # 33, Section # 7, Mirpur",Evitex Fashions Ltd.,1711524247,750,379,182000
1257,Anwar-Ul-Alam Chowdhury (Parvez),Dhaka,evince@evincebd.com,"Plot # 33, Section # 7, Mirpur",Evince Limited.,1711524247,175,250,78000
5921,Enamul Hoque,Gazipur,,"Mir Jakir Complex, Block # B,, Holding # 409, Naljani,, Joydevpur",Fahima Knit Fashion Ltd.,1713006842,143,75,117000
5184,Md. Monir Hossain,Dhaka,info@farihagroup.com,"145, Eastern Plus (7th Floor), Suite # 7/1-7, Shantinagar",Fahim Textile Mills Ltd.,1713036058,220,115,60000
3061,Mohammad Quasem,Narayanganj,quasem@global-bd.net,"A/28-29, BSCIC Industrial Estate, Fatullah",Fair Apparels Ltd.,1711538500,1000,300,300000
5109,Motaharul Islam Chowdhury,Dhaka,headofficw@fahamigroup.com,"House # 26 (1st Floor), Road # 34, Gulshan-2",Fahami Trousers Ltd.,1819260712,1300,700,375000
4611,Md. Masudur Rahman,Gazipur,fahim.composite@gmail.com,"Kamarjuri, Barari Para, National University",Fahim Attire And Composite Ltd.,,350,160,240000
4321,Motaharul Islam Chowdhury,Dhaka,headoffice@fahamigroup.com,"House # 26, Road # 34, Gulshan-2",Fahami Shirts Ltd.,1713010177,540,829,150000
4153,Motaharul Islam Chowdhury,Dhaka,headoffice@fahamigroup.com,"House # 26, Road # 34, Gulshan-2",Fahami Knitwear Ltd.,1713010177,661,339,150000
4044,Motaharul Islam Chowdhury,Dhaka,headoffice@fahamigroup.com,"House # 26, Road # 34, Gulshan-2",Fahami Industries Ltd.,1819260712,1602,1568,125000
3648,Yousuf Talukder,Dhaka,yousuf@fabulousfashion-bd.com,"Plot # 15-16, Road # 4, Section # 7, Mirpur",Fabulous Fashions Ltd.,1913746489,500,400,100000
4322,Motaharul Islam Chowdhury,Dhaka,headoffice@fahamigroup.com,"House # 26, Road # 34, Gulshan-2",Fahami Dresses Ltd.,1713010177,549,660,50000
3150,Motaharul Islam Chowdhury,Dhaka,headoffice@fahamigroup.com,"House # 26, Road # 34, Gulshan-2",Fahami Apparels Ltd.,1713010177,589,402,100000
6118,Md. Mamun Mis Dewan,Dhaka,info@ftandd.com,"House # 100, Road # 17, Sector # 11, Uttara",Fabric Touch And Design Ltd.,181462403,256,249,240000
4827,Mizanur Rahman,Dhaka,mijan.r@fpg.com.bd,"House # 8, Road # 13, Sector # 3, Uttara, Dhaka",Fabrica Knit Composite Ltd.,01713192039,2900,1100,1800000
1984,Hasan Mahmud Chowdhury,Chittagong,compbay@spctnet.com,"Facy Building (3rd Floor), 87, Agrabad C/A, Agrabad",F.M. Fashion Wear Ltd.,,275,165,100000
1424,Mohd. Sirajul Islam,Chittagong,,"House # 27, Road # 2, O.R. Nizam Road, GEC Circle, ",F.F. Apparels Ltd.,,350,300,36000
3923,Tamal Kanti Sarker,Gazipur,,"North Khailkur, Bat Tala Road, National University, Board Bazar",F.B. Fashion (Pvt) Ltd.,,880,603,58000
5133,Md. Kamruzzaman Khan,Gazipur,,"2/2A, Safura Market (2nd Floor), Aouchpara, Mukterbari Road, Tongi",F & P Apparels Ltd.,1716014887,218,88,250000
6835,Md. Mahbubul Hoque,Dhaka,md.yali99@gmail.com,"M-4/2, Road # 27, Block # M, Eastern Housing, Pallabi, Mirpur, Dhaka",F M Fashion Wear,01819221773,166,150,16800
881,Md. Zillur Rahman Mridha,Gazipur,aba@abagroupbd.com,"Sena Kalyan Commercial Complex (7th Fl), Plot # 9, Block - F, Tongi",Export Knitwear Ltd.,1711595929,590,270,90000
6373,Mr. Jaekyung Cha,Gazipur,moin@yupoong.co.kr,"Domna, Dokkhinbaroibari, Kashimpur, Gazipur",Exsaco Ltd.,01937898114,2901,0,200000
3747,Md. Moshiul Azam,Dhaka,shajal@sweater-makers.com,"Elias Tower, 4/1 Harunabad, Pallabi, Section # 12, Mirpur",Fame Sweaters Ltd.,1711527927,0,440,0
3672,Sheikh Mozidul Kadir,Dhaka,roni@interfamiliar.com,"Falt # C, 182 Arambagh, Motijheel",Familiar Limited,1191040600,482,300,750000
5504,Md. Abdus Shami,Dhaka,,"28/A, Kakrail (2rd Fl), Room # 25, Kakrail",Fame Composite Ltd.,1713041934,176,120,62500
1630,Md. Moshiul Azam,Dhaka,shajal@sweater-makers.com,"Hazi Kujrat Ali Mollah Super Market, 1, Harunabad(2nd Fl), Pallabi,Sec-12, Mirpur",Fame Knitwears Ltd.,1711527927,400,205,68880
953,M.A. Mannan,Dhaka,faruq_hossain@yahoo.com,"93, Sharwardhi Avenue (2nd Fl), Baridhara",Family Style Garments Ltd.,1726056642,280,160,130000
5924,Masud Alam,Narayanganj,,"Plot # A-115/116, BSCIC, Hosiery Shilpanagary,, Fatullah",Fame Design Ltd.,1713042644,650,220,599000
5030,Md. Rafiqul Islam,Dhaka,info@texmacbd.com,"House # 67/A (2nd Floor), Road # 4, Block - C, Banani",Faltex Composite Ltd.,1711534521,520,240,0
717,Mahtab Uddin Ahmed Chowdhury,Dhaka,mahtab@falcongroupbd.com,"Plot # 2/1, Road # 7, Block-A, Nobodoy Housing Society, Adabor, Mohammadpur",Falcon International,1711538242,725,518,420000
2964,Mahtab Uddin Ahmed Chowdhury,Dhaka,fakhrul@falcongroupbd.com,"Plot # 2/1, Road # 7, Block-A, Nobodoy Housing Society, Adabor, Mohammadpur",Falcon Int'l Knit Composite,1711538242,699,297,400000
3979,Fakir Akhtaruzzaman,Narayanganj,fklinfo@fakirgroup.com,"Kayempur, Fatullah",Fakir Knitwears Ltd.,1611527089,7000,3000,5000000
6641,Fakir Mashrikuzzaman,Dhaka,info@fakirecoknit.com,"90/1, Motijheel C/A, City Center, Level-28/B, Floor 29, Motijheel C/A, Dhaka, Dhaka",Fakir Eco-Knitwears Ltd.,01713368036,2400,795,631250
